"Filename","Date","Metadata_Experiment","Metadata_Plate","Magnification","Metadata_Well","Worm_ID","Length_um","Width_um","Topology_Warnings","assay_type","food_conc_OD","food_type","diluent","diluent_concentration_perc","drug","concentration_um","drug_stock_prep_date","drug_prep_method","strain","bleach","well_censor","well_censor_reason","mean_wormlength_um","min_wormlength_um","q10_wormlength_um","q25_wormlength_um","median_wormlength_um","sd_wormlength_um","q75_wormlength_um","q90_wormlength_um","max_wormlength_um","cv_wormlength_um","mean_wormwidth_um","min_wormwidth_um","q10_wormwidth_um","q25_wormwidth_um","median_wormwidth_um","sd_wormwidth_um","q75_wormwidth_um","q90_wormwidth_um","max_wormwidth_um","cv_wormwidth_um","n","flag_id","titer_WellFlag","n_WellFlag","outlier_length_WellFlag","outlier_width_WellFlag","outlier_WellFlag","assay_bleach","control_median_wormlength_um","median_wormlength_um_delta"
"20250529-CbDRC3-p025-m2x_B02_roi_0.png",20250529,"CbDRC3","p025","m2x","B02",0,875.741799768362,38.0927921402642,"","48h",10,"15hHB101","DMSO",1,"Levamisole",0.136,NA,NA,"JU3237","1",NA,NA,812.224442570045,717.191059589672,769.074227891676,789.327952278371,807.805602658371,35.4389812999509,836.53650352224,865.931184829243,905.641236344095,0.0436320054439814,36.8091095178672,28.6866134673615,34.2537903516305,35.5163270010075,36.9393865051956,2.18561930807507,38.3704353355929,39.3110111108034,40.797992513555,0.0593771307348299,82,"1_JU3237_0.136",NA,"n>75",NA,NA,NA,"1",810.19884282327,-2.39324016489888
"20250529-CbDRC3-p025-m2x_B03_roi_0.png",20250529,"CbDRC3","p025","m2x","B03",0,875.281739347606,37.8566491086361,"","48h",10,"15hHB101","DMSO",1,"Levamisole",0.273,NA,NA,"JU3237","1",NA,NA,815.563275189495,652.712425801386,770.684439652813,793.528016682124,819.230454859379,40.8738562976219,836.39270581706,865.96373707603,889.719831455639,0.0501173330642247,37.9170904205969,29.3535712421885,35.8931260976518,36.9313173251299,38.2102114872297,2.2857943600043,39.1396894249434,40.224070693206,42.5205220642774,0.0602840126879207,69,"1_JU3237_0.273",NA,NA,NA,NA,NA,"1",810.19884282327,9.03161203610875
"20250529-CbDRC3-p025-m2x_B04_roi_0.png",20250529,"CbDRC3","p025","m2x","B04",0,790.422051301756,36.7267097684599,"","48h",10,"15hHB101","DMSO",1,"Levamisole",0.546,NA,NA,"JU3237","1",NA,NA,791.633890036091,326.098040510527,756.773723136118,777.070041135658,796.150817956015,66.856674803756,826.315174695347,837.404160071742,865.69625903708,0.084454033165139,36.821129027351,18.5126279180315,34.7331001859965,35.855037632184,37.0882127289184,2.93618142122189,38.0387643436513,39.7661047866292,40.7465918285085,0.0797417542259738,67,"1_JU3237_0.546",NA,NA,NA,NA,NA,"1",810.19884282327,-14.0480248672557
"20250529-CbDRC3-p025-m2x_B05_roi_0.png",20250529,"CbDRC3","p025","m2x","B05",0,841.68831210342,36.3117405910414,"","48h",10,"15hHB101","DMSO",1,"Levamisole",1.09,NA,NA,"JU3237","1",NA,NA,805.383845140152,504.010270934941,755.971609906482,783.320117006673,807.241760157179,57.0609199171132,836.703840116879,861.402355766968,977.369400885138,0.0708493475023497,36.8553628806363,30.102406598198,33.4000813876572,34.9418931280474,36.9060733469997,2.67651559259964,38.990904287566,40.041425869231,41.9968858362959,0.0726221473186437,79,"1_JU3237_1.09",NA,"n>75",NA,NA,NA,"1",810.19884282327,-2.9570826660912
"20250529-CbDRC3-p025-m2x_B06_roi_0.png",20250529,"CbDRC3","p025","m2x","B06",0,780.293821817669,35.4352309780645,"","48h",10,"15hHB101","DMSO",1,"Levamisole",2.1875,NA,NA,"JU3237","1",NA,NA,765.53712969975,530.074299394164,704.533044037086,746.781094459506,766.859817045404,53.8667328190542,798.565660178334,824.125119403644,847.600289375179,0.0703646246919221,36.4978057449292,30.9215863758679,33.7995957695226,34.7961127552409,36.2051846557142,2.48201302973019,38.427413810414,39.6927395764691,42.3858693225355,0.0680044451733932,66,"1_JU3237_2.1875",NA,NA,NA,NA,NA,"1",810.19884282327,-43.3390257778659
"20250529-CbDRC3-p025-m2x_B07_roi_0.png",20250529,"CbDRC3","p025","m2x","B07",0,637.679794336922,35.3641801447501,"","48h",10,"15hHB101","DMSO",1,"Levamisole",4.375,NA,NA,"JU3237","1",NA,NA,578.702810138352,329.409323646164,474.553057420666,526.193124157757,601.271115468093,75.644990543788,633.390763730687,654.0546108658,704.828826556385,0.130714745493811,32.1217631968736,20.527840011093,26.8124040321638,29.8645062276524,32.3623022505247,3.83305168354388,34.5568006575704,36.7062351347288,39.0175035276184,0.11932880707859,56,"1_JU3237_4.375",NA,NA,NA,NA,NA,"1",810.19884282327,-208.927727355177
"20250529-CbDRC3-p025-m2x_B08_roi_0.png",20250529,"CbDRC3","p025","m2x","B08",0,558.981192198001,32.0891813490162,"","48h",10,"15hHB101","DMSO",1,"Levamisole",8.75,NA,NA,"JU3237","1",NA,NA,497.62561764649,294.351018763572,427.083783091298,470.762365187818,499.634681640347,67.6778895864151,536.231114529631,563.021774774408,609.597964652887,0.136001618860573,28.2385766064278,6.70493565780278,22.7435720841472,27.10604779931,29.4362039167288,4.37042227870256,30.637496489596,31.9377385268817,34.3423141211995,0.15476779653645,63,"1_JU3237_8.75",NA,NA,NA,"outlier","outlier","1",810.19884282327,-310.564161182923
"20250529-CbDRC3-p025-m2x_B09_roi_0.png",20250529,"CbDRC3","p025","m2x","B09",0,485.734777821335,25.0158611565974,"","48h",10,"15hHB101","DMSO",1,"Levamisole",17.5,NA,NA,"JU3237","1",NA,NA,393.014018501183,168.581237885815,305.269870526806,352.830439054405,406.625912217289,68.6329794653514,431.540904003517,465.322767066325,507.376492301334,0.174632395371273,23.223013435592,15.6171999519422,19.3550065857523,21.3134663457875,23.8760125247656,3.02197936276236,25.012615083558,26.995607889038,28.5844912464372,0.130128648943157,62,"1_JU3237_17.5",NA,NA,NA,NA,NA,"1",810.19884282327,-403.572930605981
"20250529-CbDRC3-p025-m2x_B10_roi_0.png",20250529,"CbDRC3","p025","m2x","B10",0,462.345728014857,26.255283950348,"","48h",10,"15hHB101","DMSO",1,"Levamisole",35,NA,NA,"JU3237","1",NA,NA,428.948538212023,234.877503367291,342.065167378965,389.461376965178,434.987945726303,75.7308447212817,476.830973975915,494.359736570315,614.963810326323,0.176549954073626,25.1880248368694,16.0976245399464,21.3969541361772,22.9586771703035,25.9814486657058,3.34087468373963,27.7309770503506,29.0569349077841,30.9464340712027,0.132637422162986,68,"1_JU3237_35",NA,NA,NA,NA,NA,"1",810.19884282327,-375.210897096967
"20250529-CbDRC3-p025-m2x_B11_roi_0.png",20250529,"CbDRC3","p025","m2x","B11",0,380.340547108948,22.9312187757905,"","48h",10,"15hHB101","DMSO",1,"Levamisole",70,NA,NA,"JU3237","1",NA,NA,331.994603280877,189.113704540638,255.315918119019,308.361006507142,340.135586388794,58.215353692784,370.110463802593,387.24162035948,486.556454812742,0.175350301232252,20.7669507325865,14.4525241889858,16.8393671265863,18.9855182781412,20.8663744281913,2.52667029399808,22.7836591966751,23.6941895126369,25.2909657584508,0.12166785227806,61,"1_JU3237_70",NA,NA,NA,NA,NA,"1",810.19884282327,-470.063256434476
"20250529-CbDRC3-p025-m2x_B12_roi_0.png",20250529,"CbDRC3","p025","m2x","B12",0,349.907701726427,24.3031685877682,"","48h",10,"15hHB101","DMSO",1,"Levamisole",140,NA,NA,"JU3237","1",NA,NA,303.494773155781,201.479720489977,239.695878596507,266.90412919118,314.384330048469,50.249100554062,349.907701726427,361.116303269892,379.359651541399,0.165568256848594,19.3737942961824,14.1571245353709,16.5971293724223,17.2332994632808,19.7117365976215,2.5103125481569,20.7144362545699,22.7136459192816,24.5912997112692,0.129572581900054,37,"1_JU3237_140",NA,NA,NA,"outlier","outlier","1",810.19884282327,-495.814512774801
"20250529-CbDRC3-p025-m2x_C01_roi_0.png",20250529,"CbDRC3","p025","m2x","C01",0,729.657826875593,38.5125077235335,"","48h",10,"15hHB101","DMSO",1,"Levamisole",0,NA,NA,"VX34","1",NA,NA,731.32798338937,408.47503471363,677.583688180621,715.464728277793,740.678578219992,73.3696552976647,779.520014354078,800.34211012066,823.43779620251,0.100323872413072,35.6942079050801,19.4965934839064,31.1339551066994,34.0640450722847,35.8229370930647,4.01005726622232,38.3657512699175,39.9504282187938,43.001437792994,0.112344761281328,54,"1_VX34_0",NA,NA,NA,NA,NA,"1",764.119037751743,-23.4404595317511
"20250529-CbDRC3-p025-m2x_C02_roi_0.png",20250529,"CbDRC3","p025","m2x","C02",0,780.564939991663,34.7153239396062,"","48h",10,"15hHB101","DMSO",1,"Levamisole",0.136,NA,NA,"VX34","1",NA,NA,752.744711282986,577.184998413573,684.315617631191,726.630412632969,757.031369897727,63.2779187562131,801.448011527757,819.841045055959,866.902446141227,0.0840629204134316,37.0358082044934,28.0806641806094,32.9898232972113,35.4259859277395,37.4711938040801,3.41229052067318,39.1286077237253,40.9887352631354,46.3184149194584,0.0921349009540226,70,"1_VX34_0.136",NA,NA,NA,NA,NA,"1",764.119037751743,-7.08766785401622
"20250529-CbDRC3-p025-m2x_C03_roi_0.png",20250529,"CbDRC3","p025","m2x","C03",0,683.696163992144,31.6355269384054,"","48h",10,"15hHB101","DMSO",1,"Levamisole",0.273,NA,NA,"VX34","1",NA,NA,761.172155096122,532.071887671062,689.600419157833,738.81691310992,766.700756388307,62.5106960974002,800.970842449024,831.205468929686,886.239908829387,0.082124254912486,37.3958419014425,26.5425583847544,33.0825259738249,35.5305804581325,37.5981882392367,3.51115161873999,39.6901748383667,41.4820912375198,44.8407499651348,0.0938914980974009,65,"1_VX34_0.273",NA,NA,NA,NA,NA,"1",764.119037751743,2.58171863656412
"20250529-CbDRC3-p025-m2x_C04_roi_0.png",20250529,"CbDRC3","p025","m2x","C04",0,808.129936759108,39.709945292533,"","48h",10,"15hHB101","DMSO",1,"Levamisole",0.546,NA,NA,"VX34","1",NA,NA,744.830272853745,409.578402294471,687.417106876038,720.260599920336,758.60948056201,90.5698302035643,804.088524182245,826.799499256726,852.843069645597,0.121597944531114,35.5857072868244,21.2035289150812,32.0283824804097,34.5871971598913,36.578521597177,4.57591549649216,38.4099014781607,39.8505618184172,41.4905621059824,0.12858857798188,69,"1_VX34_0.546",NA,NA,NA,NA,NA,"1",764.119037751743,-5.50955718973307
"20250529-CbDRC3-p025-m2x_C05_roi_0.png",20250529,"CbDRC3","p025","m2x","C05",0,773.998324107054,36.731158781821,"","48h",10,"15hHB101","DMSO",1,"Levamisole",1.09,NA,NA,"VX34","1",NA,NA,749.398530816256,435.964677411112,680.268423841759,733.830905076989,755.605560688787,66.3815280453888,792.259261622226,815.547675997749,880.594215340995,0.0885797413735052,36.3781283464735,23.8563693312462,32.3517694159371,34.1352980465994,36.7855843652452,3.64222982162748,38.5309211461126,40.5502884796542,45.4681773196814,0.100121418752995,70,"1_VX34_1.09",NA,NA,NA,NA,NA,"1",764.119037751743,-8.51347706295644
"20250529-CbDRC3-p025-m2x_C06_roi_0.png",20250529,"CbDRC3","p025","m2x","C06",0,750.858210105222,38.057965061714,"","48h",10,"15hHB101","DMSO",1,"Levamisole",2.1875,NA,NA,"VX34","1",NA,NA,700.687562928175,156.756209372542,595.065696130333,691.35956178998,728.045618160541,127.319977949361,772.604390369524,787.112441862081,820.081711230115,0.181707204017281,34.7340399698892,14.1982888858348,29.1447166739863,33.069367214985,36.1183397477584,5.56698859473742,38.2147492658604,39.5264835001647,42.834788505253,0.160274721845297,66,"1_VX34_2.1875",NA,NA,NA,NA,NA,"1",764.119037751743,-36.0734195912024
"20250529-CbDRC3-p025-m2x_C07_roi_0.png",20250529,"CbDRC3","p025","m2x","C07",0,596.556722742281,31.2710052282091,"","48h",10,"15hHB101","DMSO",1,"Levamisole",4.375,NA,NA,"VX34","1",NA,NA,529.333634506919,254.551864512375,382.128370777892,432.070082270058,542.827966160874,114.001360686426,598.073173321202,692.887285936848,735.860101931317,0.215367687323742,28.9928354602876,18.5714293885925,21.9347856129822,24.5034870412826,28.6821587595266,5.86875165762443,32.2812566075412,36.9452841310096,40.417072863513,0.202420755488474,52,"1_VX34_4.375",NA,NA,NA,NA,NA,"1",764.119037751743,-221.291071590869
"20250529-CbDRC3-p025-m2x_C09_roi_0.png",20250529,"CbDRC3","p025","m2x","C09",0,491.342173617728,28.4449583284637,"","48h",10,"15hHB101","DMSO",1,"Levamisole",17.5,NA,NA,"VX34","1",NA,NA,430.019780979429,165.131809350482,312.540551522757,381.302429554555,467.638377215745,93.8109591755414,500.946352976569,516.318499922457,559.212644972125,0.218154985712225,25.4354213890777,11.7274151501022,19.2347447823403,22.5549884828977,26.2213913838723,5.11180522375474,29.7547894588602,30.585907306254,34.4050607307525,0.200971910217686,45,"1_VX34_17.5",NA,NA,NA,NA,NA,"1",764.119037751743,-296.480660535998
"20250529-CbDRC3-p025-m2x_C10_roi_0.png",20250529,"CbDRC3","p025","m2x","C10",0,546.907696746157,32.9629219935675,"","48h",10,"15hHB101","DMSO",1,"Levamisole",35,NA,NA,"VX34","1",NA,NA,442.478942958469,221.128739013765,262.423242862831,387.910465520464,488.65919808868,98.4154877627943,509.005517360994,521.873793911639,580.600494448909,0.222418466073834,26.4886696564002,14.3987865839287,18.8799237103795,24.1769261922423,27.2136001403816,5.00206535627811,29.6648282118044,31.3664673922574,36.5629531482715,0.188837922823712,50,"1_VX34_35",NA,NA,NA,NA,NA,"1",764.119037751743,-275.459839663063
"20250529-CbDRC3-p025-m2x_C11_roi_0.png",20250529,"CbDRC3","p025","m2x","C11",0,388.521201302579,25.5385611150698,"","48h",10,"15hHB101","DMSO",1,"Levamisole",70,NA,NA,"VX34","1",NA,NA,340.408131552073,156.269007798406,197.680275299638,293.876091138053,367.003285572705,83.6369987149958,388.938921935799,422.964600277295,492.110099456436,0.245696242136336,21.469123512938,11.5796487190875,15.3292419500355,19.3136303048803,22.3993604092812,4.01576363559813,23.9765292155206,25.2213187375553,28.6926575037323,0.187048327016149,38,"1_VX34_70",NA,NA,NA,"outlier","outlier","1",764.119037751743,-397.115752179038
"20250529-CbDRC3-p025-m2x_C12_roi_0.png",20250529,"CbDRC3","p025","m2x","C12",0,371.755002070748,22.3661471640384,"","48h",10,"15hHB101","DMSO",1,"Levamisole",140,NA,NA,"VX34","1",NA,NA,287.640042299177,177.0477747353,207.299649438024,237.052064460398,290.777468091421,61.1110478320389,331.885362176362,368.016686051407,387.975487202316,0.212456677949159,19.0083482176658,12.9632561007077,15.1184696370926,17.5484083194188,19.2428314474022,2.94936808737539,20.8942684888502,22.4322565131596,24.9759393843194,0.155161724396144,46,"1_VX34_140",NA,NA,NA,NA,NA,"1",764.119037751743,-473.341569660323
"20250529-CbDRC3-p025-m2x_D01_roi_0.png",20250529,"CbDRC3","p025","m2x","D01",0,730.072140858919,30.4586973289571,"","48h",10,"15hHB101","DMSO",1,"Levamisole",0,NA,NA,"NIC1667","1",NA,NA,724.977658861077,608.199242705365,657.277718129796,701.135345646633,736.369385269549,42.9873250623204,752.459763754351,765.712368940438,789.580447879807,0.0592946893423619,33.8236141798632,27.4740361680886,30.3557502367346,32.1295688211424,34.2338167770276,2.64859115784256,35.8232686352684,36.7888880111636,38.2198213054826,0.0783059771128596,55,"1_NIC1667_0",NA,NA,NA,NA,NA,"1",733.394904851972,2.9744804175765
"20250529-CbDRC3-p025-m2x_D02_roi_0.png",20250529,"CbDRC3","p025","m2x","D02",0,690.437278845347,29.4332200524953,"","48h",10,"15hHB101","DMSO",1,"Levamisole",0.136,NA,NA,"NIC1667","1",NA,NA,703.035238381905,579.325427332887,607.794277476104,672.687223912156,714.406324992141,57.934930641572,747.188284412836,768.219442194668,809.650680426701,0.0824068659416192,32.5486693753089,25.9660114946516,29.2902880752843,30.9222276772718,32.606049372705,2.56594850458828,34.2029738516767,36.4290663132611,37.4520226278423,0.0788342059394534,63,"1_NIC1667_0.136",NA,NA,NA,NA,NA,"1",733.394904851972,-18.9885798598308
"20250529-CbDRC3-p025-m2x_D03_roi_0.png",20250529,"CbDRC3","p025","m2x","D03",0,773.587714919134,35.4711150382389,"","48h",10,"15hHB101","DMSO",1,"Levamisole",0.273,NA,NA,"NIC1667","1",NA,NA,732.019917903077,616.906259481267,670.662534848963,705.373924452441,738.254664913093,42.1792874160875,769.702853421187,779.806581583189,817.378496940961,0.0576204094786288,33.3546228499658,28.410983837702,30.1002860020564,31.7441162434599,33.1699346038728,2.34813270907912,35.1118124255216,36.4033904421574,37.8981775871717,0.0703990184401536,62,"1_NIC1667_0.273",NA,NA,NA,NA,NA,"1",733.394904851972,4.85976006112037
"20250529-CbDRC3-p025-m2x_D04_roi_0.png",20250529,"CbDRC3","p025","m2x","D04",0,721.99316534446,33.059706539008,"","48h",10,"15hHB101","DMSO",1,"Levamisole",0.546,NA,NA,"NIC1667","1",NA,NA,702.690122934576,522.102481180918,628.82862685584,646.564063422225,711.024398374076,63.8656908665458,755.202611724118,776.329085176103,815.027402527771,0.0908874179130764,32.5430142497522,22.7919529988708,28.9910724917439,29.9630195410152,32.4524997949509,3.7464574256042,34.6574926106711,36.1900074339064,50.2060724028878,0.115123245709568,66,"1_NIC1667_0.546",NA,NA,NA,NA,NA,"1",733.394904851972,-22.3705064778961
"20250529-CbDRC3-p025-m2x_D05_roi_0.png",20250529,"CbDRC3","p025","m2x","D05",0,673.328279111391,32.4311058159199,"","48h",10,"15hHB101","DMSO",1,"Levamisole",1.09,NA,NA,"NIC1667","1",NA,NA,712.205053189872,573.239255519971,634.952339508749,687.0521606265,726.515951224161,50.2361039317587,746.453110632492,766.037716708725,779.53432707609,0.0705360116538879,33.100213913689,24.1942145958882,29.1687954948525,30.9415788609998,33.2432898301637,3.18839058770375,35.2243082827509,36.7096266538747,39.2531743108837,0.0963253771113893,60,"1_NIC1667_1.09",NA,NA,NA,NA,NA,"1",733.394904851972,-6.8789536278116
"20250529-CbDRC3-p025-m2x_D06_roi_0.png",20250529,"CbDRC3","p025","m2x","D06",0,736.248139748682,31.9234506627863,"","48h",10,"15hHB101","DMSO",1,"Levamisole",2.1875,NA,NA,"NIC1667","1",NA,NA,679.474953155506,282.903699975027,605.516205758781,658.314537948579,687.992500877549,78.4381670637804,718.918085722496,746.736862624369,955.08371325238,0.115439379626152,33.0423918996775,15.909885288332,29.8700974160616,31.4955659140368,33.3612233749419,3.4297169942635,35.4323957459444,36.3484064000272,37.0857317852412,0.103797479452357,72,"1_NIC1667_2.1875",NA,NA,NA,NA,NA,"1",733.394904851972,-45.4024039744237
"20250529-CbDRC3-p025-m2x_D07_roi_0.png",20250529,"CbDRC3","p025","m2x","D07",0,624.934193148361,32.1458695419677,"","48h",10,"15hHB101","DMSO",1,"Levamisole",4.375,NA,NA,"NIC1667","1",NA,NA,595.511282430936,415.577393799323,548.69484626072,566.538976675446,599.000903014504,45.4369052701651,621.275349650245,649.130410917964,708.109453741471,0.0762989830934641,31.1954798444105,22.9821599731583,27.887740711205,29.6401536189243,31.4311703326785,2.70461092354514,33.0966925550377,34.3177847625194,36.9385063240416,0.0866988081938331,55,"1_NIC1667_4.375",NA,NA,NA,NA,NA,"1",733.394904851972,-134.394001837468
"20250529-CbDRC3-p025-m2x_D08_roi_0.png",20250529,"CbDRC3","p025","m2x","D08",0,573.740780888403,31.2354158456011,"","48h",10,"15hHB101","DMSO",1,"Levamisole",8.75,NA,NA,"NIC1667","1",NA,NA,531.626040537632,196.078838236413,486.203436271472,517.801101085551,539.274255446835,57.6929041125361,559.797090758205,577.33011198937,648.499437353258,0.108521591707944,29.0172498975412,17.0944467070323,25.7386609408211,27.1459836749454,29.1576250915453,3.06958321202644,30.8124770657544,32.4121780632627,35.1800313073915,0.105784773638612,76,"1_NIC1667_8.75",NA,"n>75",NA,NA,NA,"1",733.394904851972,-194.120649405137
"20250529-CbDRC3-p025-m2x_D10_roi_0.png",20250529,"CbDRC3","p025","m2x","D10",0,559.001806061555,27.7983918441829,"","48h",10,"15hHB101","DMSO",1,"Levamisole",35,NA,NA,"NIC1667","1",NA,NA,515.087337216567,167.071039713994,477.776860480415,500.493680773991,516.229966079564,88.3728218670641,533.137497236074,550.777738151004,1057.26130583957,0.171568616585711,28.6288927512664,11.6936107652407,25.7272933194154,27.7467993213932,29.1758822869512,3.25859468285725,30.4294028098547,31.3821177252561,34.5978840658029,0.113821890045437,67,"1_NIC1667_35",NA,NA,NA,NA,NA,"1",733.394904851972,-217.164938772408
